city,region
Эрзинкан,Эрзинджан
Эрзурум,Эрзурум
Ескисехир,Эскишехир
Йиня,Jinja
Кампала,Kampala
Алтынкуль,Андижанская обл.
Андижан,Андижанская обл.
Балыкчи,Андижанская обл.
Ленинск,Андижанская обл.
Мархамат,Андижанская обл.
Советабад,Андижанская обл.
Шахрихан,Андижанская обл.
Алат,Бухарская обл.
Бухара,Бухарская обл.
Вабкент,Бухарская обл.
Газли,Бухарская обл.
Галаасия,Бухарская обл.
Гиждуван,Бухарская обл.
Каган,Бухарская обл.
Каракуль,Бухарская обл.
Ромитан,Бухарская обл.
Галляарал,Джизакская обл.
Джизак,Джизакская обл.
Заамин,Джизакская обл.
Койташ,Джизакская обл.
Усмат,Джизакская обл.
Янгикишлак,Джизакская обл.
Кегейли,Каракалпакия
Кунград,Каракалпакия
Мангит,Каракалпакия
Муйнак,Каракалпакия
Нукус,Каракалпакия
Тахиаташ,Каракалпакия
Тахтакупыр,Каракалпакия
Турткуль,Каракалпакия
Ходжейли,Каракалпакия
Чимбай,Каракалпакия
Шуманай,Каракалпакия
Бешкент,Кашкадарьинская обл.
Гузар,Кашкадарьинская обл.
Карши,Кашкадарьинская обл.
Касан,Кашкадарьинская обл.
Китаб,Кашкадарьинская обл.
Шахрисабз,Кашкадарьинская обл.
Зарафшан,Навоийская обл.
Навои,Навоийская обл.
Тамдыбулак,Навоийская обл.
Учкудук,Навоийская обл.
Касансай,Наманганская обл.
Наманган,Наманганская обл.
Пап,Наманганская обл.
Учкурган,Наманганская обл.
Чартак,Наманганская обл.
Чуст,Наманганская обл.
Янгикурган,Наманганская обл.
Акташ,Самаркандская обл.
Ингичка,Самаркандская обл.
Каттакурган,Самаркандская обл.
Красногвардейск,Самаркандская обл.
Самарканд,Самаркандская обл.
Ургут,Самаркандская обл.
Байсун,Сурхандарьинская обл.
Денау,Сурхандарьинская обл.
Карлук,Сурхандарьинская обл.
Термез,Сурхандарьинская обл.
Узун,Сурхандарьинская обл.
Шерабад,Сурхандарьинская обл.
Шурчи,Сурхандарьинская обл.
Бахт,Сырдарьинская обл.
Верхневолынское,Сырдарьинская обл.
Гулистан,Сырдарьинская обл.
Димитровское,Сырдарьинская обл.
Крестьянский,Сырдарьинская обл.
Сырдарья,Сырдарьинская обл.
Сырьдарья,Сырдарьинская обл.
Хаваст,Сырдарьинская обл.
Ширин,Сырдарьинская обл.
Янгиер,Сырдарьинская обл.
Алимкент,Ташкентская обл.
Алмазар,Ташкентская обл.
Алмалык,Ташкентская обл.
Ангрен,Ташкентская обл.
Ахангаран,Ташкентская обл.
Бакабад,Ташкентская обл.
Бекабад,Ташкентская обл.
Бука,Ташкентская обл.
Газалкент,Ташкентская обл.
Искандар,Ташкентская обл.
Келес,Ташкентская обл.
Паркент,Ташкентская обл.
Пскент,Ташкентская обл.
Сиджак,Ташкентская обл.
Солдатский,Ташкентская обл.
Ташкент,Ташкентская обл.
Тойтепа,Ташкентская обл.
Чиназ,Ташкентская обл.
Чирчик,Ташкентская обл.
Янгиабад,Ташкентская обл.
Янгибазар,Ташкентская обл.
Янгиюль,Ташкентская обл.
Алтыарык,Ферганская обл.
Вуадиль,Ферганская обл.
Дангара,Ферганская обл.
Коканд,Ферганская обл.
Кува,Ферганская обл.
Кувасай,Ферганская обл.
Маргилан,Ферганская обл.
Учкуприк,Ферганская обл.
Фергана,Ферганская обл.
Язъяван,Ферганская обл.
Яйпан,Ферганская обл.
Янгикурган,Ферганская обл.
Ургенч,Хорезмская обл.
Хива,Хорезмская обл.
Бар,Винницкая обл.
Бершадь,Винницкая обл.
Браилов,Винницкая обл.
Брацлав,Винницкая обл.
Вапнярка,Винницкая обл.
Вендичаны,Винницкая обл.
Винница,Винницкая обл.
Вороновица,Винницкая обл.
Гайсин,Винницкая обл.
Гнивань,Винницкая обл.
Дашев,Винницкая обл.
Жмеринка,Винницкая обл.
Ильинцы,Винницкая обл.
Казатин,Винницкая обл.
Калиновка,Винницкая обл.
Крыжополь,Винницкая обл.
Липовец,Винницкая обл.
Литин,Винницкая обл.
Могилев-Подольский,Винницкая обл.
Мурованные Куриловцы,Винницкая обл.
Немиров,Винницкая обл.
Оратов,Винницкая обл.
Песчанка,Винницкая обл.
Погребище,Винницкая обл.
Теплик,Винницкая обл.
Томашполь,Винницкая обл.
Тростянец,Винницкая обл.
Тульчин,Винницкая обл.
Тывров,Винницкая обл.
Хмельник,Винницкая обл.
Чечельник,Винницкая обл.
Шаргород,Винницкая обл.
Ямполь,Винницкая обл.
Берестечко,Волынская обл.
Владимир-Волынский,Волынская обл.
Голобы,Волынская обл.
Головно,Волынская обл.
Горохов,Волынская обл.
Заболотье,Волынская обл.
Иваничи,Волынская обл.
Камень-Каширский,Волынская обл.
Киверцы,Волынская обл.
Ковель,Волынская обл.
Локачи,Волынская обл.
Луцк,Волынская обл.
Любешов,Волынская обл.
